saved_at_utc,station_result_id,center_id,center_serial,constituency_no,constituency_name_bn,district_name_bn,upazilla_name_bn,union_name_bn,municipality_name_bn,union_ward_name_bn,center_name_bn,latitude,longitude,source
2026-03-24T19:36:38.995538+00:00,245007,163395,157,264,চাঁদপুর-৫,চাঁদপুর,শাহরাস্তি,,,,"পশ্চিম খেড়িহর সরকারি প্রাথমিক বিদ্যালয়খেড়িহর, শাহরাস্তি",23.14467191,90.96422184,manual_review_site
